"Date","Offense.Type"
"08/22/2017","Theft"
"08/23/2017","AutoTheft"
"08/23/2017","Burglary"
"08/24/2017","Theft"
"08/24/2017","Theft"
"08/25/2017","Theft"
"08/25/2017","Burglary"
"08/26/2017","Theft"
"08/26/2017","Theft"
"08/26/2017","Theft"
"08/26/2017","Theft"
"08/26/2017","Theft"
"08/28/2017","Burglary"
"08/28/2017","Theft"
"08/28/2017","Burglary"
"08/29/2017","Burglary"
"08/29/2017","AutoTheft"
"08/29/2017","Theft"
"08/30/2017","Theft"
"08/31/2017","Theft"
"08/31/2017","AutoTheft"
"08/31/2017","Robbery"
"08/31/2017","Theft"
"08/31/2017","Robbery"
"04/21/2017","AutoTheft"
"05/06/2017","AutoTheft"
"08/01/2017","Burglary"
"08/01/2017","Theft"
"08/01/2017","Theft"
"08/02/2017","Burglary"
"08/02/2017","Theft"
"08/02/2017","AutoTheft"
"08/02/2017","Theft"
"08/02/2017","Theft"
"08/03/2017","Theft"
"08/04/2017","Theft"
"08/05/2017","Theft"
"08/05/2017","Burglary"
"08/05/2017","Burglary"
"08/05/2017","AutoTheft"
"08/05/2017","AutoTheft"
"08/05/2017","Burglary"
"08/05/2017","Theft"
"08/06/2017","Robbery"
"08/07/2017","Theft"
"08/07/2017","Burglary"
"08/08/2017","Burglary"
"08/08/2017","Burglary"
"08/09/2017","Theft"
"08/10/2017","Robbery"
"08/10/2017","AutoTheft"
"08/10/2017","Theft"
"08/10/2017","Theft"
"08/11/2017","Theft"
"08/11/2017","Theft"
"08/11/2017","Theft"
"08/11/2017","Theft"
"08/12/2017","Theft"
"08/12/2017","Theft"
"08/12/2017","AutoTheft"
"08/12/2017","Theft"
"08/12/2017","Theft"
"08/12/2017","Theft"
"08/13/2017","Theft"
"08/14/2017","Theft"
"08/14/2017","AutoTheft"
"08/15/2017","AutoTheft"
"08/15/2017","Theft"
"08/15/2017","AutoTheft"
"08/15/2017","AutoTheft"
"08/15/2017","Theft"
"08/15/2017","Theft"
"08/16/2017","Theft"
"08/16/2017","AutoTheft"
"08/16/2017","Theft"
"08/16/2017","AutoTheft"
"08/17/2017","Burglary"
"08/18/2017","Theft"
"08/19/2017","Robbery"
"08/19/2017","Theft"
"08/19/2017","AutoTheft"
"08/20/2017","AutoTheft"
"08/20/2017","Theft"
"08/20/2017","Theft"
"08/20/2017","Theft"
"08/21/2017","Theft"
"08/21/2017","Theft"
"08/21/2017","AutoTheft"
"08/21/2017","AutoTheft"
"08/21/2017","Theft"
"08/21/2017","Theft"
"08/21/2017","AutoTheft"
"08/22/2017","AutoTheft"
"08/22/2017","Theft"
"08/22/2017","Theft"
"08/23/2017","AutoTheft"
"08/23/2017","Theft"
"08/23/2017","Theft"
"08/23/2017","Theft"
"08/23/2017","Burglary"
"08/23/2017","Theft"
"08/24/2017","Theft"
"08/24/2017","Theft"
"08/24/2017","Theft"
"08/24/2017","Theft"
"08/25/2017","AutoTheft"
"08/25/2017","Theft"
"08/25/2017","Theft"
"08/25/2017","AutoTheft"
"08/25/2017","Theft"
"08/26/2017","Theft"
"08/26/2017","Theft"
"08/26/2017","AutoTheft"
"08/26/2017","Theft"
"08/27/2017","Theft"
"08/30/2017","Theft"
"08/30/2017","AutoTheft"
"08/31/2017","AutoTheft"
"08/31/2017","Robbery"
"08/31/2017","Burglary"
"06/05/2017","AutoTheft"
"07/31/2017","Theft"
"08/01/2017","Theft"
"08/01/2017","AutoTheft"
"08/01/2017","Theft"
"08/02/2017","Theft"
"08/02/2017","Theft"
"08/02/2017","Theft"
"08/03/2017","Theft"
"08/04/2017","Theft"
"08/04/2017","AutoTheft"
"08/04/2017","Theft"
"08/04/2017","Robbery"
"08/04/2017","Burglary"
"08/04/2017","Theft"
"08/04/2017","AutoTheft"
"08/04/2017","Theft"
"08/04/2017","Theft"
"08/04/2017","AutoTheft"
"08/05/2017","Robbery"
"08/05/2017","Theft"
"08/05/2017","AutoTheft"
"08/05/2017","AutoTheft"
"08/05/2017","Theft"
"08/05/2017","Robbery"
"08/05/2017","AutoTheft"
"08/05/2017","Robbery"
"08/05/2017","AutoTheft"
"08/05/2017","Robbery"
"08/06/2017","Theft"
"08/06/2017","Theft"
"08/07/2017","Theft"
"08/07/2017","Burglary"
"08/07/2017","Theft"
"08/07/2017","Robbery"
"08/07/2017","Burglary"
"08/07/2017","Robbery"
"08/08/2017","AutoTheft"
"08/08/2017","Theft"
"08/08/2017","Theft"
"08/09/2017","Theft"
"08/09/2017","Theft"
"08/09/2017","Robbery"
"08/09/2017","Theft"
"08/09/2017","Theft"
"08/09/2017","Theft"
"08/09/2017","AutoTheft"
"08/09/2017","Burglary"
"08/10/2017","Burglary"
"08/10/2017","AutoTheft"
"08/10/2017","Theft"
"08/10/2017","Theft"
"08/10/2017","Theft"
"08/10/2017","Theft"
"08/11/2017","Theft"
"08/11/2017","AutoTheft"
"08/11/2017","AutoTheft"
"08/11/2017","Theft"
"08/11/2017","Robbery"
"08/11/2017","Theft"
"08/11/2017","Theft"
"08/11/2017","Theft"
"08/12/2017","Robbery"
"08/13/2017","Theft"
"08/13/2017","Theft"
"08/13/2017","AutoTheft"
"08/14/2017","AutoTheft"
"08/14/2017","Theft"
"08/14/2017","Theft"
"08/14/2017","Theft"
"08/14/2017","AutoTheft"
"08/14/2017","Theft"
"08/14/2017","Theft"
"08/14/2017","Burglary"
"08/14/2017","Theft"
"08/14/2017","Theft"
"08/15/2017","Theft"
"08/15/2017","Theft"
"08/15/2017","AutoTheft"
"08/15/2017","Theft"
"08/16/2017","Theft"
"08/16/2017","AutoTheft"
"08/17/2017","AutoTheft"
"08/17/2017","AutoTheft"
"08/17/2017","Theft"
"08/18/2017","Burglary"
"08/18/2017","AutoTheft"
"08/18/2017","Burglary"
"08/18/2017","Burglary"
"08/18/2017","Robbery"
"08/19/2017","Theft"
"08/19/2017","Theft"
"08/19/2017","Theft"
"08/19/2017","AutoTheft"
"08/20/2017","AutoTheft"
"08/20/2017","Theft"
"08/20/2017","Theft"
"08/21/2017","Robbery"
"08/21/2017","Theft"
"08/21/2017","Theft"
"08/21/2017","Burglary"
"08/21/2017","Theft"
"08/22/2017","Theft"
"08/22/2017","Theft"
"08/22/2017","AutoTheft"
"08/22/2017","Robbery"
"08/23/2017","AutoTheft"
"08/23/2017","Burglary"
"08/23/2017","Theft"
"08/23/2017","Theft"
"08/23/2017","Theft"
"08/23/2017","Theft"
"08/24/2017","Theft"
"08/24/2017","Theft"
"08/24/2017","Theft"
"08/24/2017","Theft"
"08/24/2017","Theft"
"08/24/2017","Theft"
"08/24/2017","Theft"
"08/25/2017","Theft"
"08/25/2017","Theft"
"08/25/2017","Burglary"
"08/25/2017","Theft"
"08/25/2017","Theft"
"08/25/2017","Theft"
"08/28/2017","Theft"
"08/28/2017","AutoTheft"
"08/28/2017","Burglary"
"08/29/2017","Burglary"
"08/29/2017","Burglary"
"08/29/2017","Burglary"
"08/29/2017","AutoTheft"
"08/29/2017","Burglary"
"08/29/2017","Burglary"
"08/29/2017","Burglary"
"08/30/2017","Burglary"
"08/30/2017","Burglary"
"08/31/2017","Theft"
"08/31/2017","Theft"
"08/05/2017","Theft"
"08/07/2017","Robbery"
"08/08/2017","Theft"
"08/11/2017","Theft"
"08/11/2017","AutoTheft"
"08/15/2017","Robbery"
"08/16/2017","AutoTheft"
"08/17/2017","Theft"
"08/18/2017","Theft"
"08/18/2017","AutoTheft"
"08/19/2017","Theft"
"08/21/2017","Theft"
"08/21/2017","Theft"
"08/22/2017","Theft"
"08/22/2017","Theft"
"08/23/2017","Theft"
"08/23/2017","AutoTheft"
"08/24/2017","Theft"
"08/24/2017","Theft"
"08/24/2017","AutoTheft"
"08/31/2017","Burglary"
"08/01/2017","Theft"
"08/01/2017","Theft"
"08/01/2017","Theft"
"08/01/2017","Burglary"
"08/01/2017","Theft"
"08/01/2017","Theft"
"08/01/2017","AutoTheft"
"08/01/2017","Theft"
"08/01/2017","Theft"
"08/01/2017","AutoTheft"
"08/02/2017","Theft"
"08/02/2017","AutoTheft"
"08/02/2017","Theft"
"08/02/2017","Theft"
"08/02/2017","Theft"
"08/02/2017","Theft"
"08/02/2017","Theft"
"08/02/2017","Theft"
"08/02/2017","Theft"
"08/02/2017","Theft"
"08/02/2017","Theft"
"08/03/2017","Theft"
"08/03/2017","Theft"
"08/03/2017","Theft"
"08/03/2017","Theft"
"08/03/2017","Theft"
"08/03/2017","AutoTheft"
"08/04/2017","Theft"
"08/04/2017","Theft"
"08/04/2017","Theft"
"08/04/2017","Theft"
"08/04/2017","Theft"
"08/04/2017","Theft"
"08/04/2017","Theft"
"08/04/2017","Theft"
"08/04/2017","Theft"
"08/05/2017","Theft"
"08/05/2017","Theft"
"08/05/2017","Theft"
"08/05/2017","Burglary"
"08/05/2017","Theft"
"08/05/2017","Theft"
"08/05/2017","Theft"
"08/06/2017","Burglary"
"08/07/2017","Theft"
"08/07/2017","Theft"
"08/07/2017","Theft"
"08/07/2017","Theft"
"08/07/2017","Theft"
"08/07/2017","Theft"
"08/08/2017","Burglary"
"08/08/2017","Theft"
"08/08/2017","Robbery"
"08/08/2017","Theft"
"08/08/2017","Theft"
"08/08/2017","Theft"
"08/09/2017","Theft"
"08/09/2017","Theft"
"08/09/2017","Theft"
"08/09/2017","Theft"
"08/09/2017","Theft"
"08/09/2017","Theft"
"08/09/2017","Theft"
"08/10/2017","Burglary"
"08/10/2017","Theft"
"08/10/2017","Theft"
"08/10/2017","Theft"
"08/10/2017","Theft"
"08/11/2017","Theft"
"08/11/2017","Theft"
"08/11/2017","Theft"
"08/11/2017","Theft"
"08/11/2017","Theft"
"08/11/2017","Theft"
"08/11/2017","Theft"
"08/12/2017","Theft"
"08/12/2017","Theft"
"08/12/2017","Theft"
"08/12/2017","Theft"
"08/12/2017","Theft"
"08/13/2017","Theft"
"08/13/2017","Burglary"
"08/13/2017","Burglary"
"08/14/2017","Theft"
"08/14/2017","Theft"
"08/14/2017","Theft"
"08/14/2017","Theft"
"08/15/2017","Theft"
"08/15/2017","AutoTheft"
"08/15/2017","Theft"
"08/15/2017","Theft"
"08/15/2017","Theft"
"08/15/2017","Theft"
"08/15/2017","Theft"
"08/15/2017","Theft"
"08/16/2017","Theft"
"08/16/2017","AutoTheft"
"08/16/2017","Robbery"
"08/16/2017","Theft"
"08/16/2017","Theft"
"08/16/2017","AutoTheft"
"08/16/2017","Theft"
"08/17/2017","Theft"
"08/17/2017","Theft"
"08/17/2017","Theft"
"08/17/2017","Theft"
"08/17/2017","Theft"
"08/17/2017","Theft"
"08/17/2017","Theft"
"08/17/2017","Theft"
"08/17/2017","Burglary"
"08/17/2017","Theft"
"08/18/2017","Burglary"
"08/18/2017","Theft"
"08/18/2017","Theft"
"08/18/2017","Theft"
"08/18/2017","Theft"
"08/18/2017","Theft"
"08/18/2017","Theft"
"08/18/2017","Burglary"
"08/19/2017","Burglary"
"08/19/2017","Theft"
"08/19/2017","Theft"
"08/19/2017","Theft"
"08/19/2017","Theft"
"08/19/2017","Burglary"
"08/19/2017","Theft"
"08/20/2017","Burglary"
"08/20/2017","Theft"
"08/20/2017","Theft"
"08/20/2017","AutoTheft"
"08/20/2017","Theft"
"08/20/2017","Burglary"
"08/20/2017","Theft"
"08/21/2017","Theft"
"08/21/2017","Theft"
"08/21/2017","Theft"
"08/21/2017","AutoTheft"
"08/21/2017","Theft"
"08/21/2017","AutoTheft"
"08/21/2017","Theft"
"08/21/2017","Theft"
"08/22/2017","Theft"
"08/22/2017","Theft"
"08/22/2017","Theft"
"08/22/2017","Theft"
"08/22/2017","Theft"
"08/22/2017","Theft"
"08/23/2017","Theft"
"08/23/2017","Theft"
"08/23/2017","Theft"
"08/23/2017","Theft"
"08/24/2017","Theft"
"08/24/2017","Theft"
"08/24/2017","Robbery"
"08/24/2017","Theft"
"08/24/2017","Theft"
"08/24/2017","Theft"
"08/24/2017","Theft"
"08/24/2017","Theft"
"08/25/2017","AutoTheft"
"08/25/2017","Theft"
"08/26/2017","Burglary"
"08/30/2017","Theft"
"08/31/2017","Burglary"
"08/31/2017","AutoTheft"
"06/07/2017","Theft"
"08/01/2017","Theft"
"08/01/2017","Theft"
"08/01/2017","Theft"
"08/01/2017","Theft"
"08/01/2017","Theft"
"08/01/2017","Theft"
"08/01/2017","Theft"
"08/01/2017","Theft"
"08/01/2017","Theft"
"08/02/2017","Burglary"
"08/02/2017","Theft"
"08/02/2017","AutoTheft"
"08/02/2017","Theft"
"08/02/2017","Theft"
"08/02/2017","Theft"
"08/02/2017","Theft"
"08/03/2017","Theft"
"08/03/2017","Theft"
"08/03/2017","Theft"
"08/03/2017","Theft"
"08/03/2017","AutoTheft"
"08/04/2017","Theft"
"08/04/2017","Theft"
"08/04/2017","Theft"
"08/04/2017","Theft"
"08/04/2017","Theft"
"08/05/2017","AutoTheft"
"08/05/2017","Theft"
"08/05/2017","Theft"
"08/05/2017","Theft"
"08/05/2017","Theft"
"08/05/2017","Theft"
"08/06/2017","Theft"
"08/06/2017","Theft"
"08/06/2017","Theft"
"08/06/2017","Theft"
"08/06/2017","Theft"
"08/06/2017","Theft"
"08/06/2017","Theft"
"08/06/2017","AutoTheft"
"08/06/2017","Theft"
"08/06/2017","Theft"
"08/06/2017","Burglary"
"08/06/2017","Theft"
"08/07/2017","Theft"
"08/07/2017","Robbery"
"08/07/2017","Theft"
"08/07/2017","Theft"
"08/07/2017","AutoTheft"
"08/07/2017","Robbery"
"08/07/2017","Theft"
"08/07/2017","Theft"
"08/08/2017","Theft"
"08/08/2017","Burglary"
"08/08/2017","Theft"
"08/08/2017","Theft"
"08/08/2017","Theft"
"08/08/2017","Theft"
"08/08/2017","AutoTheft"
"08/08/2017","Theft"
"08/08/2017","Theft"
"08/09/2017","Theft"
"08/09/2017","Theft"
"08/09/2017","Theft"
"08/09/2017","Theft"
"08/09/2017","Theft"
"08/09/2017","Theft"
"08/09/2017","Theft"
"08/09/2017","Robbery"
"08/09/2017","Burglary"
"08/09/2017","Burglary"
"08/10/2017","Theft"
"08/11/2017","Theft"
"08/11/2017","Theft"
"08/11/2017","Theft"
"08/11/2017","AutoTheft"
"08/11/2017","Theft"
"08/11/2017","Theft"
"08/11/2017","AutoTheft"
"08/11/2017","Robbery"
"08/12/2017","Robbery"
"08/12/2017","Theft"
"08/12/2017","Robbery"
"08/12/2017","Theft"
"08/12/2017","Theft"
"08/12/2017","Theft"
"08/12/2017","Burglary"
"08/13/2017","Robbery"
"08/13/2017","Theft"
"08/13/2017","Theft"
"08/13/2017","Theft"
"08/13/2017","Robbery"
"08/13/2017","Theft"
"08/13/2017","Robbery"
"08/13/2017","AutoTheft"
"08/14/2017","Burglary"
"08/14/2017","AutoTheft"
"08/14/2017","AutoTheft"
"08/14/2017","Theft"
"08/15/2017","Theft"
"08/15/2017","Robbery"
"08/15/2017","AutoTheft"
"08/16/2017","Burglary"
"08/16/2017","Burglary"
"08/16/2017","Robbery"
"08/17/2017","Robbery"
"08/17/2017","Burglary"
"08/17/2017","Theft"
"08/17/2017","Theft"
"08/17/2017","Theft"
"08/17/2017","Theft"
"08/17/2017","Theft"
"08/18/2017","Robbery"
"08/18/2017","Burglary"
"08/18/2017","Theft"
"08/18/2017","Theft"
"08/18/2017","Burglary"
"08/18/2017","Theft"
"08/18/2017","Theft"
"08/19/2017","AutoTheft"
"08/19/2017","Theft"
"08/19/2017","Theft"
"08/19/2017","Theft"
"08/19/2017","Burglary"
"08/19/2017","AutoTheft"
"08/19/2017","Theft"
"08/19/2017","Theft"
"08/19/2017","Theft"
"08/20/2017","Theft"
"08/21/2017","Robbery"
"08/21/2017","Theft"
"08/21/2017","Theft"
"08/22/2017","Theft"
"08/22/2017","Theft"
"08/22/2017","Theft"
"08/22/2017","Theft"
"08/23/2017","Theft"
"08/23/2017","Theft"
"08/24/2017","Burglary"
"08/24/2017","Burglary"
"08/24/2017","Theft"
"08/24/2017","Theft"
"08/24/2017","Theft"
"08/25/2017","Burglary"
"08/25/2017","Burglary"
"08/25/2017","AutoTheft"
"08/25/2017","Robbery"
"08/26/2017","AutoTheft"
"08/28/2017","Burglary"
"08/28/2017","Burglary"
"08/29/2017","AutoTheft"
"08/29/2017","Burglary"
"08/29/2017","Burglary"
"08/30/2017","Burglary"
"08/30/2017","Theft"
"08/30/2017","Burglary"
"08/30/2017","Theft"
"08/30/2017","Robbery"
"08/30/2017","Burglary"
"08/31/2017","Robbery"
"08/31/2017","Burglary"
"08/31/2017","Theft"
"08/31/2017","Theft"
"08/31/2017","Theft"
"06/02/2017","AutoTheft"
"08/01/2017","Theft"
"08/01/2017","Theft"
"08/01/2017","Theft"
"08/01/2017","Theft"
"08/01/2017","Theft"
"08/01/2017","Theft"
"08/01/2017","Theft"
"08/01/2017","Theft"
"08/01/2017","Theft"
"08/01/2017","Theft"
"08/01/2017","Theft"
"08/02/2017","Theft"
"08/02/2017","Theft"
"08/02/2017","Theft"
"08/02/2017","Theft"
"08/03/2017","Theft"
"08/03/2017","AutoTheft"
"08/03/2017","Theft"
"08/03/2017","AutoTheft"
"08/03/2017","Robbery"
"08/03/2017","AutoTheft"
"08/03/2017","AutoTheft"
"08/04/2017","Theft"
"08/04/2017","Theft"
"08/04/2017","Theft"
"08/04/2017","Theft"
"08/04/2017","Theft"
"08/04/2017","Burglary"
"08/04/2017","Robbery"
"08/05/2017","Theft"
"08/05/2017","Theft"
"08/05/2017","Theft"
"08/05/2017","Theft"
"08/05/2017","AutoTheft"
"08/06/2017","AutoTheft"
"08/06/2017","Burglary"
"08/06/2017","Theft"
"08/06/2017","Burglary"
"08/06/2017","Robbery"
"08/06/2017","Robbery"
"08/07/2017","Burglary"
"08/07/2017","Burglary"
"08/07/2017","Theft"
"08/07/2017","Theft"
"08/07/2017","Theft"
"08/07/2017","Burglary"
"08/08/2017","Theft"
"08/08/2017","AutoTheft"
"08/08/2017","Theft"
"08/08/2017","Robbery"
"08/09/2017","Theft"
"08/09/2017","Robbery"
"08/09/2017","Theft"
"08/09/2017","Theft"
"08/09/2017","Burglary"
"08/10/2017","Theft"
"08/10/2017","Theft"
"08/10/2017","Burglary"
"08/10/2017","Theft"
"08/11/2017","Theft"
"08/11/2017","Theft"
"08/11/2017","Theft"
"08/11/2017","Theft"
"08/11/2017","Theft"
"08/11/2017","Theft"
"08/11/2017","Theft"
"08/11/2017","Theft"
"08/12/2017","Robbery"
"08/12/2017","Theft"
"08/12/2017","Theft"
"08/12/2017","Theft"
"08/12/2017","Theft"
"08/12/2017","Theft"
"08/12/2017","Theft"
"08/13/2017","Burglary"
"08/13/2017","Theft"
"08/13/2017","Theft"
"08/14/2017","Theft"
"08/14/2017","Robbery"
"08/14/2017","Theft"
"08/14/2017","Theft"
"08/14/2017","Theft"
"08/15/2017","Robbery"
"08/15/2017","Theft"
"08/15/2017","Theft"
"08/15/2017","Theft"
"08/15/2017","Theft"
"08/15/2017","Theft"
"08/15/2017","Theft"
"08/15/2017","Theft"
"08/15/2017","Theft"
"08/15/2017","Theft"
"08/16/2017","Robbery"
"08/16/2017","Theft"
"08/16/2017","AutoTheft"
"08/16/2017","Theft"
"08/16/2017","Theft"
"08/16/2017","Burglary"
"08/16/2017","Theft"
"08/16/2017","Theft"
"08/17/2017","Theft"
"08/17/2017","Theft"
"08/17/2017","Theft"
"08/17/2017","Theft"
"08/17/2017","AutoTheft"
"08/17/2017","Theft"
"08/17/2017","Burglary"
"08/17/2017","Theft"
"08/18/2017","Theft"
"08/18/2017","AutoTheft"
"08/18/2017","Theft"
"08/18/2017","Theft"
"08/18/2017","Theft"
"08/18/2017","Theft"
"08/19/2017","Theft"
"08/19/2017","Theft"
"08/19/2017","Theft"
"08/19/2017","Theft"
"08/20/2017","Burglary"
"08/20/2017","Theft"
"08/21/2017","Theft"
"08/21/2017","Theft"
"08/21/2017","Theft"
"08/21/2017","Theft"
"08/21/2017","Burglary"
"08/21/2017","Robbery"
"08/21/2017","Theft"
"08/22/2017","AutoTheft"
"08/22/2017","Theft"
"08/22/2017","Theft"
"08/22/2017","Theft"
"08/22/2017","Burglary"
"08/22/2017","Robbery"
"08/22/2017","Theft"
"08/23/2017","Burglary"
"08/23/2017","Theft"
"08/23/2017","Burglary"
"08/23/2017","AutoTheft"
"08/23/2017","Burglary"
"08/23/2017","Burglary"
"08/24/2017","Theft"
"08/24/2017","Theft"
"08/24/2017","Burglary"
"08/24/2017","AutoTheft"
"08/24/2017","Burglary"
"08/24/2017","Robbery"
"08/24/2017","Theft"
"08/24/2017","Theft"
"08/24/2017","Theft"
"08/24/2017","Theft"
"08/25/2017","Theft"
"08/25/2017","Theft"
"08/26/2017","Robbery"
"08/27/2017","Burglary"
"08/28/2017","Theft"
"08/28/2017","Robbery"
"08/29/2017","Robbery"
"08/29/2017","Theft"
"08/29/2017","Theft"
"08/29/2017","Theft"
"08/29/2017","Burglary"
"08/29/2017","Theft"
"08/30/2017","Theft"
"08/30/2017","Burglary"
"08/31/2017","AutoTheft"
"08/31/2017","Theft"
"08/31/2017","Burglary"
"08/31/2017","Theft"
"05/22/2017","AutoTheft"
"08/01/2017","Theft"
"08/01/2017","Theft"
"08/01/2017","Theft"
"08/02/2017","Theft"
"08/02/2017","Theft"
"08/02/2017","Theft"
"08/02/2017","AutoTheft"
"08/03/2017","Theft"
"08/03/2017","Burglary"
"08/03/2017","Burglary"
"08/04/2017","AutoTheft"
"08/04/2017","Robbery"
"08/04/2017","AutoTheft"
"08/04/2017","Theft"
"08/04/2017","Burglary"
"08/05/2017","Theft"
"08/05/2017","Theft"
"08/05/2017","AutoTheft"
"08/05/2017","Robbery"
"08/06/2017","AutoTheft"
"08/06/2017","Theft"
"08/07/2017","Theft"
"08/07/2017","Robbery"
"08/07/2017","Theft"
"08/07/2017","Burglary"
"08/07/2017","AutoTheft"
"08/08/2017","Theft"
"08/08/2017","Burglary"
"08/08/2017","Theft"
"08/08/2017","Theft"
"08/08/2017","AutoTheft"
"08/09/2017","AutoTheft"
"08/09/2017","AutoTheft"
"08/09/2017","Theft"
"08/09/2017","Theft"
"08/09/2017","Theft"
"08/09/2017","Theft"
"08/09/2017","Theft"
"08/10/2017","AutoTheft"
"08/10/2017","Theft"
"08/10/2017","Theft"
"08/10/2017","Burglary"
"08/10/2017","Robbery"
"08/11/2017","Robbery"
"08/11/2017","Theft"
"08/11/2017","Theft"
"08/11/2017","Theft"
"08/11/2017","Theft"
"08/12/2017","Theft"
"08/12/2017","Theft"
"08/12/2017","Theft"
"08/13/2017","Burglary"
"08/14/2017","Theft"
"08/15/2017","Robbery"
"08/15/2017","Theft"
"08/15/2017","Burglary"
"08/15/2017","Theft"
"08/16/2017","AutoTheft"
"08/16/2017","Theft"
"08/17/2017","Theft"
"08/17/2017","Burglary"
"08/18/2017","AutoTheft"
"08/18/2017","Theft"
"08/18/2017","Theft"
"08/18/2017","Theft"
"08/18/2017","Theft"
"08/19/2017","Robbery"
"08/19/2017","AutoTheft"
"08/19/2017","Robbery"
"08/19/2017","Robbery"
"08/19/2017","Robbery"
"08/19/2017","Theft"
"08/19/2017","AutoTheft"
"08/20/2017","Theft"
"08/20/2017","Theft"
"08/21/2017","Theft"
"08/21/2017","AutoTheft"
"08/21/2017","Theft"
"08/22/2017","Theft"
"08/22/2017","Theft"
"08/22/2017","Theft"
"08/22/2017","Theft"
"08/22/2017","Robbery"
"08/22/2017","Robbery"
"08/23/2017","Theft"
"08/23/2017","Theft"
"08/23/2017","Robbery"
"08/24/2017","Theft"
"08/24/2017","Theft"
"08/24/2017","Theft"
"08/25/2017","AutoTheft"
"08/25/2017","Burglary"
"08/26/2017","Burglary"
"08/28/2017","Burglary"
"08/28/2017","Burglary"
"08/29/2017","Robbery"
"08/29/2017","Theft"
"08/30/2017","Theft"
"08/30/2017","Burglary"
"08/30/2017","Theft"
"08/31/2017","Burglary"
"08/31/2017","Theft"
"08/31/2017","Theft"
"08/01/2017","Theft"
"08/02/2017","Burglary"
"08/02/2017","Theft"
"08/02/2017","Theft"
"08/02/2017","Robbery"
"08/02/2017","Theft"
"08/02/2017","Theft"
"08/03/2017","Theft"
"08/03/2017","Theft"
"08/03/2017","AutoTheft"
"08/03/2017","Theft"
"08/03/2017","Theft"
"08/03/2017","Theft"
"08/04/2017","Theft"
"08/05/2017","Theft"
"08/05/2017","AutoTheft"
"08/05/2017","Theft"
"08/06/2017","Theft"
"08/06/2017","Theft"
"08/06/2017","Theft"
"08/07/2017","AutoTheft"
"08/07/2017","AutoTheft"
"08/07/2017","Theft"
"08/08/2017","Theft"
"08/09/2017","Theft"
"08/10/2017","Theft"
"08/10/2017","Burglary"
"08/11/2017","Theft"
"08/12/2017","Theft"
"08/12/2017","Theft"
"08/12/2017","Burglary"
